Date,Country,Population,Total Tests,Total Cases,Total Deaths,Total Recovered,Serious or Critical,Active Cases
20-04-2020,Panama,4306425,19091,4467,126,165,98,4176
20-04-2020,Czechia,10706690,172123,6900,194,1559,84,5147
20-04-2020,Argentina,45146322,34568,3031,142,737,123,2152
20-04-2020,Norway,5416217,143255,7156,181,32,58,6943
20-04-2020,Algeria,43752773,6500,2718,384,1099,40,1235
20-04-2020,Bahrain,1693667,89225,1907,7,769,2,1131
20-04-2020,Afghanistan,38817349,6422,1026,36,135,7,855
20-04-2020,Australia,25464216,431734,6625,71,4258,49,2296
20-04-2020,Morocco,36857758,16386,3046,143,350,1,2553
20-04-2020,Malaysia,32315733,108216,5425,89,3295,45,2041
20-04-2020,Kazakhstan,18749587,117949,1852,19,447,22,1386
20-04-2020,Finland,5539729,59200,3868,98,2000,67,1770
20-04-2020,Nigeria,205486161,7153,665,22,188,2,455
20-04-2020,Moldova,4035024,11763,2548,70,457,212,2021
20-04-2020,Ghana,30991423,68591,1042,9,99,4,934
20-04-2020,Oman,5089968,,1410,7,238,3,1165
20-04-2020,Armenia,2962604,13373,1339,22,580,30,737
20-04-2020,Bolivia,11653648,3569,564,33,31,3,500
20-04-2020,Luxembourg,624724,33798,3558,75,637,32,2846
20-04-2020,Iraq,40108260,59055,1574,82,1043,,449
20-04-2020,Hungary,9663123,48057,1984,199,267,60,1518
20-04-2020,Cameroon,26461313,,1163,42,305,33,816
20-04-2020,Azerbaijan,10128288,95747,1436,19,791,16,626
20-04-2020,Thailand,69779718,142589,2792,47,1999,61,746
20-04-2020,Greece,10428746,54344,2245,116,269,61,1860
20-04-2020,Guinea,13086759,,622,5,122,,495
20-04-2020,Uzbekistan,33409960,136000,1627,5,261,8,1361
20-04-2020,Honduras,9885245,2535,477,46,25,10,406
20-04-2020,Sudan,43719159,,107,12,8,,87
20-04-2020,Senegal,16687100,,377,5,235,1,137
20-04-2020,Bosnia and Herzegovina,3283087,18538,1309,49,381,4,879
20-04-2020,Bulgaria,6954222,26417,929,43,167,34,719
20-04-2020,Croatia,4108081,26610,1881,47,771,18,1063
20-04-2020,Ivory Coast,26294743,,879,10,287,,582
20-04-2020,Guatemala,17874358,7200,289,7,21,3,261
20-04-2020,Cuba,11327404,28598,1087,36,285,9,766
20-04-2020,North Macedonia,2083384,11870,1225,54,200,9,971
20-04-2020,Iceland,340982,43143,1773,10,1362,4,401
20-04-2020,Estonia,1326433,40930,1535,40,165,9,1330
20-04-2020,Tajikistan,9510530,,,,,,
20-04-2020,Lithuania,2726360,66352,1326,37,242,17,1047
20-04-2020,DRC,89204344,,332,25,27,,280
20-04-2020,Djibouti,986245,8144,846,2,102,,742
20-04-2020,New Zealand,4817585,86305,1440,12,974,2,454
20-04-2020,Slovakia,5459339,46734,1173,13,251,8,909
20-04-2020,Slovenia,2078905,41802,1335,77,193,26,1065
20-04-2020,Somalia,15835721,,237,8,4,2,225
20-04-2020,Gabon,2219053,572,120,1,7,2,112
20-04-2020,El Salvador,6482375,12210,218,7,46,2,165
20-04-2020,Mayotte,271976,1850,271,4,117,5,150
20-04-2020,Kyrgyzstan,6510930,26147,568,7,201,5,360
20-04-2020,Maldives,539365,4139,69,,16,1,53
20-04-2020,Hong Kong,7489763,131786,1026,4,630,8,392
20-04-2020,Tunisia,11803787,17287,884,38,148,34,698
20-04-2020,Guinea-Bissau,1962083,1500,50,,3,,47
20-04-2020,Latvia,1888464,36668,739,5,88,5,646
20-04-2020,Sri Lanka,21402783,6463,304,7,98,1,199
20-04-2020,Albania,2878155,5775,584,26,327,5,231
20-04-2020,Lebanon,6828869,20929,677,21,103,27,553
20-04-2020,Cyprus,1206320,34087,772,12,81,15,679
20-04-2020,Kenya,53621669,13872,281,14,69,2,198
20-04-2020,Niger,24088734,4715,648,20,117,,511
20-04-2020,Mali,20174887,,246,14,56,,176
20-04-2020,Costa Rica,5088572,10879,662,6,124,8,532
20-04-2020,Burkina Faso,20829100,,581,38,357,,186
20-04-2020,Paraguay,7121943,4950,208,8,46,1,154
20-04-2020,Andorra,77251,1673,717,37,248,17,432
20-04-2020,Zambia,18317156,2586,65,3,35,1,27
20-04-2020,Uruguay,3472331,13396,535,10,313,13,212
20-04-2020,Equatorial Guinea,1396874,854,79,,7,,72
20-04-2020,Georgia,3990035,7611,402,4,95,6,303
20-04-2020,San Marino,33923,1726,462,39,61,4,362
20-04-2020,Jordan,10191015,33000,425,7,282,5,136
20-04-2020,Venezuela,28445034,347236,285,10,117,4,158
20-04-2020,Malta,441407,24919,431,3,126,2,302
20-04-2020,Channel Islands,173672,3320,488,24,73,,391
20-04-2020,Haiti,11385726,618,57,3,,,54
20-04-2020,Jamaica,2959659,1809,223,5,27,,191
20-04-2020,Chad,16364523,,33,,8,,25
20-04-2020,Sierra Leone,7956645,,43,,6,,37
20-04-2020,Tanzania,59512999,,254,10,11,4,233
20-04-2020,Réunion,894557,,408,,237,4,171
20-04-2020,Taiwan,23811805,53632,422,6,203,,213
20-04-2020,Congo,5500730,,160,6,16,,138
20-04-2020,Palestine,5086351,17329,449,3,71,,375
20-04-2020,Nepal,29071791,29567,31,,4,,27
20-04-2020,Ethiopia,114599417,7953,111,3,16,1,92
20-04-2020,Benin,12082333,,54,1,27,,26
20-04-2020,Isle of Man,84980,2509,300,9,200,15,91
20-04-2020,Mauritius,1271525,9755,328,9,224,3,95
20-04-2020,Togo,8254058,4381,84,6,53,,25
20-04-2020,Cabo Verde,555261,,67,1,1,,65
20-04-2020,CAR,4819377,,12,,4,,8
20-04-2020,Montenegro,628057,3874,312,5,88,7,219
20-04-2020,Vietnam,97234232,206253,268,,214,8,54
20-04-2020,Madagascar,27599599,2357,121,,41,1,80
20-04-2020,Rwanda,12911155,6959,147,,76,,71
20-04-2020,South Sudan,11177895,,4,,,,4
20-04-2020,Uganda,45550580,12565,56,,38,,18
20-04-2020,Sao Tome and Principe,218653,19,4,,,,4
20-04-2020,Liberia,5042565,,99,8,7,,84
20-04-2020,French Guiana,297687,,97,1,69,2,27
20-04-2020,Eswatini,1158724,714,24,1,8,,15
20-04-2020,Martinique,375298,,163,12,73,11,78
20-04-2020,Myanmar,54366792,4692,119,5,7,,107
20-04-2020,Faeroe Islands,48841,6021,185,,176,,9
20-04-2020,Guadeloupe,400116,,148,8,73,13,67
20-04-2020,Gibraltar,33692,1912,132,,120,1,12
20-04-2020,Mozambique,31141818,1037,39,,8,,31
20-04-2020,Brunei,436979,11633,138,1,116,2,21
20-04-2020,Mongolia,3271795,1554,33,,7,,26
20-04-2020,Yemen,29742981,,1,,,,1
20-04-2020,Bermuda,62304,651,86,5,37,10,44
20-04-2020,Guyana,786108,322,65,7,9,4,49
20-04-2020,Cambodia,16690788,5768,122,,107,1,15
20-04-2020,Trinidad and Tobago,1398962,1371,114,8,22,,84
20-04-2020,Aruba,106713,1442,97,2,49,4,46
20-04-2020,Monaco,39209,,94,3,23,3,68
20-04-2020,Bahamas,392795,,60,9,11,1,40
20-04-2020,Cayman Islands,65629,778,66,1,7,3,58
20-04-2020,Barbados,287335,1063,75,5,23,4,47
20-04-2020,Liechtenstein,38115,900,81,1,55,,25
20-04-2020,Mauritania,4633922,913,7,1,6,,0
20-04-2020,Sint Maarten,42817,163,67,10,12,6,45
20-04-2020,Malawi,19066433,429,17,2,3,1,12
20-04-2020,Libya,6859926,808,51,1,15,,35
20-04-2020,French Polynesia,280717,1515,56,,19,1,37
20-04-2020,Syria,17446406,,39,3,5,,31
20-04-2020,Angola,32731783,,24,2,6,,16
20-04-2020,Zimbabwe,14836491,2851,25,3,2,,20
20-04-2020,Macao,648258,,45,,22,1,23
20-04-2020,Burundi,11844472,80,5,1,4,,0
20-04-2020,Saint Martin,38585,,37,2,19,5,16
20-04-2020,Eritrea,3540444,,39,,3,,36
20-04-2020,Nicaragua,6615040,,10,2,6,,2
20-04-2020,Antigua and Barbuda,97833,73,23,3,3,1,17
20-04-2020,Botswana,2345678,4432,20,1,,,19
20-04-2020,Gambia,2407856,316,10,1,2,,7
20-04-2020,Timor-Leste,1315315,,22,,1,,21
20-04-2020,Grenada,112462,92,14,,6,4,8
20-04-2020,Bhutan,770586,8570,5,,2,,3
20-04-2020,Laos,7262665,1349,19,,2,,17
20-04-2020,Belize,396732,651,18,2,2,1,14
20-04-2020,Fiji,895677,,18,,3,,15
20-04-2020,New Caledonia,285170,3399,18,,15,1,3
20-04-2020,Saint Lucia,183529,344,15,,13,,2
20-04-2020,St. Vincent Grenadines,110899,87,12,,1,,11
20-04-2020,Curaçao,164015,286,14,1,11,,2
20-04-2020,Dominica,71965,345,16,,8,,8
20-04-2020,Namibia,2535193,524,16,,6,,10
20-04-2020,Saint Kitts and Nevis,53155,247,15,,,,15
20-04-2020,Falkland Islands,3467,319,11,,3,,8
20-04-2020,Turks and Caicos,38653,83,11,1,,,10
20-04-2020,Vatican City,801,,9,,2,,7
20-04-2020,Comoros,867268,,,,,,
20-04-2020,Montserrat,4992,36,11,,2,1,9
20-04-2020,Suriname,586006,,10,1,6,,3
20-04-2020,Greenland,56759,1043,11,,11,,0
20-04-2020,Seychelles,98275,,11,,5,,6
20-04-2020,British Virgin Islands,30207,,5,1,3,,1
20-04-2020,Papua New Guinea,8925907,167,7,,,,7
20-04-2020,Caribbean Netherlands,26194,110,5,,,,5
20-04-2020,St. Barth,9874,,6,,5,,1
20-04-2020,Western Sahara,595462,,6,,,,6
20-04-2020,Anguilla,14987,,3,,1,,2
20-04-2020,Lesotho,2140235,,,,,,
20-04-2020,Saint Pierre Miquelon,5797,,1,,,,1
21-04-2020,USA,330774664,4187392,818744,45318,82923,14016,690503
21-04-2020,Russia,145927292,2142604,52763,456,3873,700,48434
21-04-2020,Spain,46752703,930230,204178,21282,82514,7705,100382
21-04-2020,Brazil,212380932,291922,43079,2741,24325,8318,16013
21-04-2020,UK,67844241,535342,129044,17337,,1559,111363
21-04-2020,Italy,60471924,1450150,183957,24648,51600,2471,107709
21-04-2020,France,65256826,463662,158050,20796,39181,5433,98073
21-04-2020,Germany,83752855,1728357,148453,5086,95200,2889,48167
21-04-2020,Turkey,84230075,713409,95591,2259,14918,1865,78414
21-04-2020,Iran,83862642,365723,84802,5297,60965,3357,18540
21-04-2020,India,1378381772,447812,20080,645,3975,,15460
21-04-2020,Peru,32915899,155724,17837,484,6982,380,10371
21-04-2020,China,1439323776,,82758,4632,77123,82,1003
21-04-2020,Canada,37702769,569878,38422,1834,13188,557,23400
21-04-2020,Saudi Arabia,34747330,500000,11631,109,1640,81,9882
21-04-2020,Belgium,11583739,167110,40956,5998,9002,1079,25956
21-04-2020,Mexico,128770253,49570,8772,712,2627,378,5433
21-04-2020,Chile,19096687,122357,10832,147,4969,392,5716
21-04-2020,Netherlands,17130492,171415,34134,3916,,1087,29968
21-04-2020,Pakistan,220356788,111806,9565,201,2073,46,7291
21-04-2020,Qatar,2875047,66725,6533,9,614,37,5910
21-04-2020,Ecuador,17610231,33389,10398,520,1207,137,8671
21-04-2020,Switzerland,8647139,227554,28063,1478,19400,386,7185
21-04-2020,Belarus,9449678,108545,6723,55,577,92,6091
21-04-2020,Sweden,10091856,94500,15322,1765,550,515,13007
21-04-2020,Portugal,10200063,271962,21379,762,917,213,19700
21-04-2020,Singapore,5844888,94796,9125,11,839,23,8275
21-04-2020,Ireland,4931150,111584,16040,730,9233,315,6077
21-04-2020,UAE,9875965,790000,7755,46,1443,1,6266
21-04-2020,Bangladesh,164493041,29578,3382,110,87,1,3185
21-04-2020,Poland,37851327,224355,9856,401,1297,160,8158
21-04-2020,Ukraine,43762985,61997,6125,161,367,45,5597
21-04-2020,Indonesia,273176544,50370,7135,616,842,,5677
21-04-2020,Romania,19251921,101552,9242,498,2153,245,6591
21-04-2020,Israel,8638917,240303,13942,184,4507,139,9251
21-04-2020,South Africa,59218133,126937,3465,58,1055,36,2352
21-04-2020,Japan,126520115,124550,11512,281,1356,232,9875
21-04-2020,Colombia,50817787,65169,4149,196,804,98,3149
21-04-2020,Austria,9000366,189018,14873,491,10971,196,3411
21-04-2020,Kuwait,4262847,,2080,11,412,46,1657
21-04-2020,Egypt,102094004,55000,3490,264,870,,2356
21-04-2020,Dominican Republic,10834889,16973,5044,245,463,126,4336
21-04-2020,Philippines,109403890,64845,6599,437,654,1,5508
21-04-2020,S. Korea,51264120,571014,10683,237,8213,55,2233
21-04-2020,Denmark,5789832,100543,7695,370,4700,81,2625
21-04-2020,Serbia,8741321,45355,6890,130,977,101,5783
21-04-2020,Panama,4306425,20996,4658,136,204,98,4318
21-04-2020,Czechia,10706690,178617,7033,201,1753,75,5079
21-04-2020,Argentina,45146322,36611,3144,151,840,123,2153
21-04-2020,Norway,5416217,145279,7241,182,32,58,7027
21-04-2020,Algeria,43752773,6500,2811,392,1152,40,1267
21-04-2020,Bahrain,1693667,94380,1973,7,784,2,1182
21-04-2020,Afghanistan,38817349,6422,1092,36,150,7,906
21-04-2020,Australia,25464216,439000,6645,71,4685,49,1889
21-04-2020,Morocco,36857758,18100,3209,145,393,1,2671
21-04-2020,Malaysia,32315733,108216,5482,92,3349,43,2041
21-04-2020,Kazakhstan,18749587,126727,1995,19,489,22,1487
21-04-2020,Finland,5539729,61800,4014,141,2000,63,1873
21-04-2020,Nigeria,205486161,8003,782,25,197,2,560
21-04-2020,Moldova,4035024,11763,2614,72,505,212,2037
21-04-2020,Ghana,30991423,68591,1042,9,99,4,934
21-04-2020,Oman,5089968,,1508,8,238,3,1262
21-04-2020,Armenia,2962604,13929,1401,24,609,30,768
21-04-2020,Bolivia,11653648,3569,598,34,37,3,527
21-04-2020,Luxembourg,624724,34962,3618,78,670,32,2870
21-04-2020,Iraq,40108260,60837,1602,83,1096,,423
21-04-2020,Hungary,9663123,50052,2098,213,287,82,1598
21-04-2020,Cameroon,26461313,,1163,43,329,33,791
21-04-2020,Azerbaijan,10128288,102764,1480,20,865,16,595
21-04-2020,Thailand,69779718,142589,2811,48,2108,61,655
21-04-2020,Greece,10428746,55666,2401,121,577,59,1703
21-04-2020,Guinea,13086759,,688,6,127,,555
21-04-2020,Uzbekistan,33409960,150000,1678,6,357,8,1315
21-04-2020,Honduras,9885245,2535,494,46,29,10,419
21-04-2020,Sudan,43719159,,140,13,8,,119
21-04-2020,Senegal,16687100,466,412,5,242,1,165
21-04-2020,Bosnia and Herzegovina,3283087,19195,1342,51,437,4,854
21-04-2020,Bulgaria,6954222,26417,975,45,170,34,760
21-04-2020,Croatia,4108081,26610,1908,48,801,18,1059
21-04-2020,Ivory Coast,26294743,,916,13,303,,600
21-04-2020,Guatemala,17874358,7200,294,7,24,3,263
21-04-2020,Cuba,11327404,30416,1137,38,309,18,790
21-04-2020,North Macedonia,2083384,12340,1231,55,224,9,952
21-04-2020,Iceland,340982,43831,1778,10,1417,5,351
21-04-2020,Estonia,1326433,42213,1552,43,169,9,1340
21-04-2020,Tajikistan,9510530,,,,,,
21-04-2020,Lithuania,2726360,70753,1350,38,298,17,1014
21-04-2020,DRC,89204344,,350,25,35,,290
21-04-2020,Djibouti,986245,8955,945,2,112,,831
21-04-2020,New Zealand,4817585,89508,1445,13,1006,3,426
21-04-2020,Slovakia,5459339,49428,1199,14,258,7,927
21-04-2020,Slovenia,2078905,42976,1344,77,197,25,1070
21-04-2020,Somalia,15835721,,286,8,4,2,274
21-04-2020,Gabon,2219053,572,156,1,16,2,139
21-04-2020,El Salvador,6482375,13352,225,7,48,2,170
21-04-2020,Mayotte,271976,2000,311,4,117,4,190
21-04-2020,Kyrgyzstan,6510930,26147,590,7,216,5,367
21-04-2020,Maldives,539365,4139,83,,16,2,67
21-04-2020,Hong Kong,7489763,131786,1030,4,650,8,376
21-04-2020,Tunisia,11803787,18165,901,38,170,25,693
21-04-2020,Guinea-Bissau,1962083,1500,50,,3,,47
21-04-2020,Latvia,1888464,37972,748,9,133,3,606
21-04-2020,Sri Lanka,21402783,6793,310,7,102,1,201
21-04-2020,Albania,2878155,6017,609,26,345,10,238
21-04-2020,Lebanon,6828869,21764,677,21,108,27,548
21-04-2020,Cyprus,1206320,37081,784,12,98,15,674
21-04-2020,Kenya,53621669,14704,296,14,74,2,208
21-04-2020,Niger,24088734,4832,657,20,127,,510
21-04-2020,Mali,20174887,,258,14,57,,187
21-04-2020,Costa Rica,5088572,11387,669,6,150,6,513
21-04-2020,Burkina Faso,20829100,,600,38,362,,200
21-04-2020,Paraguay,7121943,5878,208,8,53,1,147
21-04-2020,Andorra,77251,1673,717,37,282,17,398
21-04-2020,Zambia,18317156,2586,70,3,35,1,32
21-04-2020,Uruguay,3472331,13923,543,12,324,10,207
21-04-2020,Equatorial Guinea,1396874,854,83,,7,,76
21-04-2020,Georgia,3990035,7611,408,4,97,6,307
21-04-2020,San Marino,33923,1820,476,40,62,4,374
21-04-2020,Jordan,10191015,33000,428,7,297,5,124
21-04-2020,Venezuela,28445034,347236,288,10,122,4,156
21-04-2020,Malta,441407,25645,443,3,150,2,290
21-04-2020,Channel Islands,173672,3320,496,24,256,,216
21-04-2020,Haiti,11385726,618,57,3,,,54
21-04-2020,Jamaica,2959659,1889,228,6,27,,195
21-04-2020,Chad,16364523,,33,,8,,25
21-04-2020,Sierra Leone,7956645,,50,,6,,44
21-04-2020,Tanzania,59512999,,254,10,11,4,233
21-04-2020,Réunion,894557,,410,,238,2,172
21-04-2020,Taiwan,23811805,55476,425,6,217,,202
21-04-2020,Congo,5500730,,165,6,16,,143
21-04-2020,Palestine,5086351,17329,466,4,71,,391
21-04-2020,Nepal,29071791,29567,42,,4,,38
21-04-2020,Ethiopia,114599417,8698,114,3,16,,95
21-04-2020,Benin,12082333,,54,1,27,,26
21-04-2020,Isle of Man,84980,2509,307,9,209,15,89
21-04-2020,Mauritius,1271525,9755,328,9,243,3,76
21-04-2020,Togo,8254058,4600,86,6,56,,24
21-04-2020,Cabo Verde,555261,,68,1,1,,66
21-04-2020,CAR,4819377,,14,,10,,4
21-04-2020,Montenegro,628057,5085,313,5,101,7,207
21-04-2020,Vietnam,97234232,206253,268,,216,8,52
21-04-2020,Madagascar,27599599,2357,121,,44,1,77
21-04-2020,Rwanda,12911155,6959,150,,84,,66
21-04-2020,South Sudan,11177895,,4,,,,4
21-04-2020,Uganda,45550580,13742,61,,38,,23
21-04-2020,Sao Tome and Principe,218653,19,4,,,,4
21-04-2020,Liberia,5042565,,101,8,7,,86
21-04-2020,French Guiana,297687,,97,1,76,1,20
21-04-2020,Eswatini,1158724,714,31,1,8,,22
21-04-2020,Martinique,375298,,163,14,73,11,76
21-04-2020,Myanmar,54366792,5198,121,5,7,,109
21-04-2020,Faeroe Islands,48841,6171,185,,178,,7
21-04-2020,Guadeloupe,400116,,148,12,73,13,63
21-04-2020,Gibraltar,33692,1912,132,,120,1,12
21-04-2020,Mozambique,31141818,1163,39,,8,,31
21-04-2020,Brunei,436979,11633,138,1,116,2,21
21-04-2020,Mongolia,3271795,6800,34,,8,,26
21-04-2020,Yemen,29742981,,1,,,,1
21-04-2020,Bermuda,62304,877,89,5,39,10,45
21-04-2020,Guyana,786108,328,66,7,9,5,50
21-04-2020,Cambodia,16690788,5768,122,,110,1,12
21-04-2020,Trinidad and Tobago,1398962,1393,115,8,28,,79
21-04-2020,Aruba,106713,1445,97,2,51,4,44
21-04-2020,Monaco,39209,,94,3,26,2,65
21-04-2020,Bahamas,392795,,65,9,12,1,44
21-04-2020,Cayman Islands,65629,778,66,1,7,3,58
21-04-2020,Barbados,287335,1098,75,5,25,4,45
21-04-2020,Liechtenstein,38115,900,81,1,55,,25
21-04-2020,Mauritania,4633922,913,7,1,6,,0
21-04-2020,Sint Maarten,42817,249,68,10,12,6,46
21-04-2020,Malawi,19066433,429,18,2,3,1,13
21-04-2020,Libya,6859926,891,59,1,15,,43
21-04-2020,French Polynesia,280717,1655,57,,35,1,22
21-04-2020,Syria,17446406,,42,3,6,,33
21-04-2020,Angola,32731783,,24,2,6,,16
21-04-2020,Zimbabwe,14836491,4159,28,3,2,,23
21-04-2020,Macao,648258,,45,,24,1,21
21-04-2020,Burundi,11844472,80,5,1,4,,0
21-04-2020,Saint Martin,38585,,38,2,19,3,17
21-04-2020,Eritrea,3540444,,39,,6,,33
21-04-2020,Nicaragua,6615040,,10,2,7,,1
21-04-2020,Antigua and Barbuda,97833,108,23,3,7,1,13
21-04-2020,Botswana,2345678,4432,20,1,,,19
21-04-2020,Gambia,2407856,316,10,1,2,,7
21-04-2020,Timor-Leste,1315315,322,23,,1,,22
21-04-2020,Grenada,112462,92,14,,6,4,8
21-04-2020,Bhutan,770586,8765,6,,2,,4
21-04-2020,Laos,7262665,1349,19,,2,,17
21-04-2020,Belize,396732,651,18,2,2,1,14
21-04-2020,Fiji,895677,,18,,8,,10
21-04-2020,New Caledonia,285170,3552,18,,17,1,1
21-04-2020,Saint Lucia,183529,364,15,,13,,2
21-04-2020,St. Vincent Grenadines,110899,94,12,,2,,10
21-04-2020,Curaçao,164015,286,14,1,11,,2
21-04-2020,Dominica,71965,345,16,,8,,8
21-04-2020,Namibia,2535193,524,16,,6,,10
21-04-2020,Saint Kitts and Nevis,53155,247,15,,,,15
21-04-2020,Falkland Islands,3467,319,11,,3,,8
21-04-2020,Turks and Caicos,38653,83,11,1,,,10
21-04-2020,Vatican City,801,,9,,2,,7
21-04-2020,Comoros,867268,,,,,,
21-04-2020,Montserrat,4992,36,11,,2,1,9
21-04-2020,Suriname,586006,404,10,1,6,,3
21-04-2020,Greenland,56759,1150,11,,11,,0
21-04-2020,Seychelles,98275,,11,,5,,6
21-04-2020,British Virgin Islands,30207,,5,1,3,,1
21-04-2020,Papua New Guinea,8925907,604,7,,,,7
21-04-2020,Caribbean Netherlands,26194,110,5,,,,5
21-04-2020,St. Barth,9874,,6,,6,,0
21-04-2020,Western Sahara,595462,,6,,,,6
21-04-2020,Anguilla,14987,,3,,1,,2
21-04-2020,Lesotho,2140235,,,,,,
21-04-2020,Saint Pierre Miquelon,5797,,1,,,,1
22-04-2020,USA,330774664,4325342,848717,47659,84050,14016,717008
22-04-2020,Russia,145927292,2250000,57999,513,4420,700,53066
22-04-2020,Spain,46752703,930230,208389,21717,85915,7705,100757
22-04-2020,Brazil,212380932,291922,45757,2906,25318,8318,17533
22-04-2020,UK,67844241,559935,133495,18100,,1559,115051
22-04-2020,Italy,60471924,1513251,187327,25085,54543,2384,107699
22-04-2020,France,65256826,463662,159877,21340,40657,5218,97880
22-04-2020,Germany,83752855,2072669,150648,5315,99400,2908,45933
22-04-2020,Turkey,84230075,750944,98674,2376,16477,1814,79821
22-04-2020,Iran,83862642,377396,85996,5391,63113,3311,17492
22-04-2020,India,1378381772,462621,21370,681,4370,,16319
22-04-2020,Peru,32915899,170400,19250,530,7027,396,11693
22-04-2020,China,1439323776,,82788,4632,77151,78,1005
22-04-2020,Canada,37702769,612192,40190,1974,13986,557,24230
22-04-2020,Saudi Arabia,34747330,200000,12772,114,1812,82,10846
22-04-2020,Belgium,11583739,171400,41889,6262,9433,1020,26194
22-04-2020,Mexico,128770253,49570,9501,857,2627,378,6017
22-04-2020,Chile,19096687,128722,11296,160,5386,399,5750
22-04-2020,Netherlands,17130492,171415,34842,4054,,1050,30538
22-04-2020,Pakistan,220356788,118020,10076,212,2156,58,7708
22-04-2020,Qatar,2875047,70012,7141,10,689,37,6442
22-04-2020,Ecuador,17610231,33389,10850,537,1262,141,9051
22-04-2020,Switzerland,8647139,227554,28268,1509,19900,386,6859
22-04-2020,Belarus,9449678,114955,7281,58,769,92,6454
22-04-2020,Sweden,10091856,94500,16004,1937,550,515,13517
22-04-2020,Portugal,10200063,284741,21982,785,1143,207,20054
22-04-2020,Singapore,5844888,94796,10141,12,896,27,9233
22-04-2020,Ireland,4931150,111584,16671,769,9233,147,6669
22-04-2020,UAE,9875965,790000,8238,52,1546,1,6640
22-04-2020,Bangladesh,164493041,32630,3772,120,92,1,3560
22-04-2020,Poland,37851327,238799,10169,426,1513,160,8230
22-04-2020,Ukraine,43762985,67520,6592,174,424,45,5994
22-04-2020,Indonesia,273176544,55732,7418,635,913,,5870
22-04-2020,Romania,19251921,106357,9710,524,2406,288,6780
22-04-2020,Israel,8638917,240303,14498,189,5215,141,9094
22-04-2020,South Africa,59218133,133774,3635,65,1055,36,2515
22-04-2020,Japan,126520115,130587,11950,299,1424,241,10227
22-04-2020,Colombia,50817787,71500,4356,206,870,98,3280
22-04-2020,Austria,9000366,201794,14925,510,11328,176,3087
22-04-2020,Kuwait,4262847,,2248,13,443,50,1792
22-04-2020,Egypt,102094004,55000,3659,276,935,,2448
22-04-2020,Dominican Republic,10834889,18261,5300,260,581,135,4459
22-04-2020,Philippines,109403890,68532,6710,446,693,1,5571
22-04-2020,S. Korea,51264120,577959,10694,238,8277,55,2179
22-04-2020,Denmark,5789832,108465,7912,384,5087,80,2441
22-04-2020,Serbia,8741321,48636,7114,134,1025,101,5955
22-04-2020,Panama,4306425,21902,4821,141,231,94,4449
22-04-2020,Czechia,10706690,186918,7132,208,1989,80,4935
22-04-2020,Argentina,45146322,39228,3288,159,872,123,2257
22-04-2020,Norway,5416217,148656,7338,187,32,54,7119
22-04-2020,Algeria,43752773,6500,2910,402,1204,40,1304
22-04-2020,Bahrain,1693667,97796,2027,7,1026,2,994
22-04-2020,Afghanistan,38817349,6422,1176,40,166,7,970
22-04-2020,Australia,25464216,452441,6649,74,4920,47,1655
